Date,MSCI World Sector Neutral Quality,S&P 500,MSCI Europe Small Cap Value Weighted,MSCI EMU,MSCI ACWI,MSCI USA Small Cap Value Weighted,MSCI Europe,MSCI Emerging Markets,MSCI World Momentum,S&P 500 Minimum Volatility,FTSE World Government Bond - Developed Markets,MSCI World
09/2009,10956.789865992396,31362.811136994373,45335.8583268456,56201.78215298429,39794.72575291948,45542.1254619955,202917.5895869228,137688.79360786724,29893.477915039643,10978.53765731066,40438.43983107708,129791.0738676803
10/2009,10832.289166047478,30453.688672134493,42264.56751351352,53657.74242044601,38772.1125,41828.41745675675,198433.35424031125,136409.265,29201.57997543108,10773.86722108108,40095.34475273315,126129.60440177226
11/2009,11153.767504316695,31801.20243830518,41493.48223923318,54637.37161525635,39784.58704652866,42758.39282966119,201162.72486888847,140163.74973041337,29983.737000807552,11127.37757758104,40649.53427793345,129334.85037697169
12/2009,11858.33141480517,33803.79860101283,43355.151257809244,57545.046951225435,42359.893044564764,48056.987805081226,212944.7145474017,151957.1831320283,32149.295855815668,11842.111924753573,40386.40131033667,137296.1314414929
01/2010,11728.251401326645,33614.46247457967,44314.92132034942,54807.41449157067,41814.647386510085,48350.231038235725,206675.2784090308,148028.0612917084,31000.010071795587,11934.906521838751,41740.231676994124,135768.28891458648
02/2010,12235.975786352383,35667.01017282256,43280.932813559324,54368.596475452236,43599.04461311717,52233.43518644068,208474.33665682253,152915.99014001474,32784.603062193775,12553.735997052323,42617.10147215535,141700.02750851322
03/2010,13000.786924582915,38074.736889437816,47766.51340455523,58534.84049326877,46738.78210549744,56877.73958157133,223483.80216346,166389.2569330069,35364.18331132141,13129.65009362712,42226.3389509413,151491.47418170705
04/2010,13139.15826735301,39152.16630708816,49305.67366128428,56793.06904673707,47418.71481787458,61178.89606909501,220115.42636236953,170516.9978820879,36259.31876701691,13420.59309350357,42816.888345107945,153378.901507426
05/2010,12857.657561602326,38976.52744228423,44834.45972210938,53373.46846281277,46483.888583732834,60608.77097586741,209150.31761839523,168336.14040789797,35664.20401934331,13606.727965873082,45946.65903619213,150046.12411194082
06/2010,12603.871626626107,37044.52037156022,43945.12504441366,52829.83118176765,45200.38498899845,55865.1159155733,208204.4938158152,167619.04390840195,34398.26816077658,13307.878222801726,46827.0414808383,145326.7129327416
07/2010,12773.076953579623,37336.580972215525,46479.41483880873,56247.30328532413,46051.701811482955,56625.38248848635,218942.5139799247,171138.74521031627,34980.1213065771,13189.608466380103,45615.42408335636,147979.88494301806
08/2010,12742.912097136825,36629.6468728334,45222.49076813881,54240.84473978124,45680.34123028392,54157.71908517351,216674.1544958331,172479.90790220822,34321.36754242783,13446.079830599367,47679.65820736472,146364.6900200871
09/2010,12973.286258880336,37068.6788467851,47592.926308616654,56986.07366281049,46515.50319460726,56143.280523153575,223429.0847525392,178076.40048358735,35604.77859100738,13330.483112837046,45427.66507479181,148663.50585168065
10/2010,13321.354337951021,37898.86058130066,49451.60112001156,59254.67431981033,47479.0280147218,57497.37112506316,229593.30918992113,180498.52985494697,36643.21228047661,13467.988179259577,45241.18877530884,151879.20639497228
11/2010,13934.940693115252,40408.58336054325,48485.174242191104,56265.99994625544,49511.42788121249,63260.52801200185,226182.25604347195,187355.23303585165,39232.15478780302,14264.308746884133,45997.464182815645,158420.76231177428
12/2010,14400.585375024313,41934.80776964688,53360.555222272116,59402.78551452638,51703.83488998652,66691.48900164646,238486.99246964595,195278.24777727883,40245.234298992946,14654.73204879509,45408.77965031377,165435.78710763945
01/2011,14280.350453527606,41894.036142676916,53497.80329389425,61933.98592641215,51260.99171779141,65761.65553461875,241912.34882657215,185437.56796669587,39567.87115372161,14186.856087058133,44416.49563878912,165095.91940854656
02/2011,14577.656422615808,42884.524210571835,54233.665956339464,62956.58762648228,52233.011797021834,68295.69637415066,247290.13301336212,181849.70649125343,40597.40506153805,14424.334118548502,44257.92319532699,169122.42977745016
03/2011,14233.500221916247,41775.20780700845,52895.875606391215,61336.41581853674,50831.991764623075,67598.73434926444,238790.01356712633,187514.25248117125,40020.16667623817,14216.607672837332,43192.94904684848,163058.12231659406
04/2011,14293.985674705511,41122.24911387668,54161.35606325707,63544.017781596755,50614.55236877524,65987.5026258412,246564.1301132857,184874.2587617766,40261.13915474907,14260.801712516823,42632.16837036745,162515.49789131456
05/2011,14527.663077721707,41999.27378152754,53712.94049217936,62132.57166128134,51210.830364963505,66868.55407299272,246300.12740787707,186045.55595411887,40882.37595020165,14883.394292665973,43945.70193787741,164399.08200454025
06/2011,14280.518138546697,41104.87273701377,51355.790025600225,61803.43744781187,50186.553725870064,65133.7291856362,240444.42876301697,182399.53462948868,40339.2275294498,14618.832052030717,43665.27213166515,161037.08871738124
07/2011,14309.667650310406,40814.09767802413,49434.537838709686,58565.319303636556,50054.023969144466,63620.8255483871,235437.75089286087,184172.9358345021,40328.28442696282,14365.437110518935,45077.01187985949,160257.14198036466
08/2011,13367.426137232866,38089.40722571029,43194.17441799309,50398.08565812872,45807.83028373703,57352.941947404855,209064.28664470243,165575.882366782,37583.5559403848,13990.194037093424,45945.43552906816,147007.16204174483
09/2011,13085.725217442272,37895.38655103759,39806.121564096866,47343.614519768635,44410.1702732726,54360.50412204696,199169.21811585763,151384.96649633415,38367.489299543704,14408.058005776495,48416.604175711414,143729.57831423252
10/2011,13906.049327103281,40541.83992800663,42022.690839225776,51541.01227440336,47430.944546818086,60190.69415470324,215333.27887515412,165353.6437540176,39448.46828804164,14884.75263795443,46788.00765678652,152955.4082065391
11/2011,14258.711613478545,42209.923074060185,40436.40236696975,50663.66458232021,48034.93481889999,62689.360207184385,214550.3532730953,161048.41426442092,41145.25213202487,15639.149259800264,47767.58298141059,155704.4205863056
12/2011,14776.173014743179,44220.273896058265,40130.807099466736,50521.14688298304,49729.662555066076,65307.11064997296,219055.41847157845,165013.48017621145,43310.831052499896,16546.755802766827,49981.33164936654,161378.86142096898
01/2012,15190.752340230192,45370.90021675304,45169.354266848815,52715.02425691564,51688.363114754095,68533.4778870674,225197.02919205185,180456.9307377049,43133.173418484665,16669.564562537947,50246.61562142321,166428.9254823225
02/2012,15668.893320560399,46392.7103903737,47632.82151603066,55035.01602103953,53236.224235661684,69542.6071784572,234703.77010798597,187500.12492747154,44181.243891492624,16766.19591906568,48679.44113352015,171091.73713019266
03/2012,15889.897243250041,48231.54331393435,46782.660483677755,55089.9095441533,53965.10336927225,71192.90476040733,234842.7787060669,182442.90107816714,45890.79271329186,17254.405132674452,48401.02419386667,174420.1740529473
04/2012,16041.888226625482,48443.99200394809,45835.519087331624,52507.70909284805,53956.56406841229,71112.49026335705,231927.60851545798,182250.92520054488,46799.65585936626,17543.689472075075,49431.19745826262,174292.53588413182
05/2012,15634.10473594435,48509.69107375338,41189.77666209789,48579.06424260683,52382.13233895026,70282.324676288,216807.23128490723,172493.7207772313,47579.53043758996,18011.427977102314,52653.44160713581,169659.66417338085
06/2012,16120.713525721396,49758.20776691747,43573.650276409855,52204.51138174475,54178.41760127085,71885.77507069103,230527.1528003112,176570.03637807787,48805.531979941545,18422.61190214456,51279.53190985515,175656.36404886912
07/2012,16848.019422637917,51705.99974411996,43988.76413871704,53439.561302086324,56306.48855421687,72552.46694724847,238928.7366809097,184628.9060240964,50970.047784784736,19037.97494236405,53335.90204049415,182346.43764192925
08/2012,16760.6390565834,51499.67303123254,45517.255150265635,55431.27059275647,56066.52160811989,73370.66700182381,242999.53819637804,179321.75954325587,50318.716272966565,18676.607395131232,52504.40067884911,182121.172360436
09/2012,16730.3126403434,51527.16210283268,47861.320911059556,55868.493359866356,56428.52143851508,73762.02647950503,244001.8415941881,185485.91387471,50174.610552438484,18715.308333488014,52069.651103129814,182508.06809134304
10/2012,16507.558484236455,50330.4775582332,48926.25125067345,56932.42412992538,55795.05342876935,72909.20224890327,246347.95458890343,183485.72694527823,48854.49893926772,18462.21124051412,51376.16923866283,180395.7993249808
11/2012,16733.899356385966,50649.65013096342,48923.056929000464,58774.22182352926,56565.99148313569,74086.73795164023,252881.52300499906,185928.92679809025,49443.16529510011,18673.71255351917,51092.84840352054,182804.23354110227
12/2012,16628.340204903452,50305.528974354515,51697.58538123391,60032.60215582075,56962.27735334243,75472.85618159772,255898.47198350218,191967.52905866306,48455.68707889926,18402.499717144157,49896.45577613767,183306.03961742294
01/2013,16990.280518368447,51521.01658473039,54343.35697121772,61997.52801737489,58036.84724723247,78802.16152324724,263740.79343413946,189530.21118819187,49142.783012558284,18901.0833700369,47838.36878872795,187582.21279401003
02/2013,17558.700184323938,53894.961810709035,55525.75434838907,61124.61431854089,59915.71172214183,82115.01949729607,264670.2817004666,193178.36005788713,51502.02932780528,19796.28379312971,49056.389864624856,193916.97235713454
03/2013,18444.84572751378,57331.01011694862,56378.0796142132,61619.43873911539,62584.28265521281,88502.79067239362,270805.4737328118,194697.7742600547,54977.85300838904,21218.64723186255,49774.539211429925,203480.6987985021
04/2013,18545.555189880502,57242.02853436367,58157.534951040405,63794.29297314308,63098.56308139534,87003.5231777846,276781.99034848984,192233.2526162791,55518.13449972124,21258.530743268053,48951.95761139835,205601.4355204617
05/2013,18670.422188014803,58878.19740277957,60357.45308319239,65067.14843134868,63298.11783792097,91294.15610179919,278700.95920355164,188342.81316315546,55080.4125180031,21403.00650161464,48143.60421517937,206722.82563589438
06/2013,18000.181947871446,57758.94421380059,57003.17714067279,61346.32586929154,61125.978990825686,89697.03528593272,263748.7470151074,175443.93701834863,55031.22974967298,21106.48602171254,47746.10253779058,200488.36738377946
07/2013,18654.726686377373,59806.48209966141,62129.616307344644,65663.37083296175,63130.63918644068,94438.35867871939,279012.53683942574,174766.4672542373,56019.77090879173,21760.491492881356,47369.49915143861,207943.1770635732
08/2013,18337.931601566972,58249.925209722256,63064.28032640727,64701.80081231129,62028.78936154138,91435.03411711374,276285.169383095,172352.92977710618,54551.234269788074,21128.362855459014,47520.108931602,204132.21278789476
09/2013,18853.224062473997,58875.457017134955,67592.21221917808,68995.36285409295,63952.03232876712,94704.87857978528,290227.499861472,179944.84602739726,56721.273265701384,21270.69444383561,47184.098354185575,210056.16139523912
10/2013,19378.86002690819,60967.83233183217,70674.35363243164,72320.84557382621,65873.34180778536,97329.7602404516,299643.6596155454,186832.35359577744,57810.199084984306,21922.727724360382,47422.14942574101,216102.26917282876
11/2013,19844.677084352574,62964.23729032452,72258.66892954228,73538.6012253233,66981.4123429579,100775.62514289914,303853.99666818546,184520.81207846594,59216.16420342765,22373.357422966714,46828.136717054105,220427.51932068204
12/2013,20029.432622219458,63715.72525354884,73433.42269596114,74052.21824516663,67270.44772677834,101725.71996084404,306599.6109024488,179494.2969762889,60106.087410107415,22383.896251758393,45829.8437068319,222153.7960689473
01/2014,19452.46223167974,62764.24015938076,74367.1998505475,72305.48773212651,65908.84021899971,100529.97028262801,300747.8073849172,171294.39681858543,59637.46721850693,22056.92101805268,47502.90089592296,218278.166037425
02/2014,20099.37887163095,64224.18080002153,79983.5723564758,75925.9158415927,67639.39972489684,103109.75688699054,315772.05997852224,173198.8423658872,61693.70992960398,22497.989041337867,47013.75458815172,224277.14315088897
03/2014,20210.6806432847,64881.3223158635,80027.24754424139,76132.05830030827,68099.40809399477,104414.70716420078,313114.2544902517,178877.98289817234,60052.70424335686,22895.61232056861,47048.121324545136,225008.96563224253
04/2014,20495.088594907153,65068.30076013522,79507.3367393502,77061.79336720618,68475.77337184116,102285.85158844765,319488.1097299402,178740.17116245488,59095.21429862735,23073.73801761733,47287.49457315389,226297.02084729716
05/2014,21164.599574437758,67785.15869094235,81137.02822958771,79140.92627423978,71241.54571911515,105031.7705886676,328102.5156065007,188323.9198941721,62306.72201546075,23761.384960388034,48199.638868058566,234870.21932514964
06/2014,21354.262777064665,68927.0076252774,80028.15191828967,78456.95243643638,72342.6530238688,109211.89298433154,326541.1152405592,192690.4573143945,63391.81482009915,23996.011855322886,48422.72171133125,238179.11548768147
07/2014,21572.806716281215,69393.94970425921,77480.32032139921,75629.5633334057,72977.89456611106,106251.511987443,320749.76984481665,200673.86427984157,63407.007276470475,24164.662295537775,49086.16844930339,239265.5861410615
08/2014,22586.822714638067,73215.38183992346,78208.6997831362,76754.8146508291,75700.6263876251,112906.0788489536,326760.7386027946,208249.3573703367,66347.4269187023,25431.47543008796,50074.288589809374,248079.4435767389
09/2014,23015.660467258564,75659.57982293481,76878.00105380276,77780.16033173903,76798.10449018519,111081.544525153,329613.3588073096,202129.22160057223,68146.27225520142,26436.19732464436,50499.06263567116,252950.41868087568
10/2014,23594.191622911825,77872.68476363232,73873.18508942831,75541.23374526572,77720.75887895242,116187.02856755033,322435.2141245163,205499.4848450974,69050.48711570703,27467.793561481954,50768.97422741446,255786.1009308187
11/2014,23970.33115435529,80229.6490946457,75041.0786990307,79010.86424668596,79313.70684931507,116762.64209885446,332093.0888054731,204006.0383561644,71471.27155464809,28318.112349275016,50722.382286774286,261769.20957829332
12/2014,24281.826508832528,82281.83035112744,75846.35197430196,77056.07570084334,80008.27887323945,121614.28316777862,326749.35889074276,200184.90422535213,72746.45597710586,29090.832506383325,51969.54059280894,264803.0360789859
01/2015,25886.807884384598,85713.74060605606,80398.73237328616,82876.18570354728,84600.69277310923,125361.10892879257,350899.8846192414,216294.74924369744,77982.5034246448,30994.490700751874,55548.89094999408,279232.1416625082
02/2015,27369.65190754987,91164.1916919498,88332.60264946618,88882.43476648082,89865.91601423487,134277.36372953738,375087.5450218889,224307.68604982205,82495.57364460138,32378.024820996437,55251.02616726526,297301.35816905805
03/2015,28148.017154609817,93733.56563875942,89795.5383102519,91585.28568636249,92484.87398457105,141535.27033553304,381446.500421055,231050.34925178916,85425.67656960017,33355.61709378194,57085.122548052255,305730.88408289355
04/2015,27633.499280854947,90785.14292758706,90956.63443958985,90338.64357979775,91342.36023183237,134126.34832634867,381823.80768361606,238760.16267498882,82215.62796160988,32024.59350084708,55306.47866756128,300178.5398908151
05/2015,28398.061968211197,94006.14894401703,93488.852437557,90749.8823126876,93333.11250683684,138640.02181768464,387342.9464877385,234364.8839562443,85686.79624479657,33094.47849079307,55201.0202470695,307939.77043225337
06/2015,27180.035553559424,90381.92538660565,90058.82133702745,86861.59776916957,89392.61043882385,133842.2003968183,368093.5737461646,223985.0736437573,82648.31471239065,31767.831453391722,54179.91474918104,294892.36405894987
07/2015,28390.44219762204,94143.5082104709,93124.99545363364,91998.27084268683,92027.36017142335,133110.22193671926,387274.61970902566,212818.88808242907,86988.44932285248,33618.465012127286,54914.90705292655,306262.2068636984
08/2015,25938.653217865063,86507.22112462565,87233.87544003568,83548.48922782458,83859.74482389656,124097.3951029871,351743.03600967524,189362.06081141328,79440.80398862081,31310.6830156041,54461.09444685638,279671.15914909047
09/2015,25423.187786468563,84457.09292036093,83353.06658573597,79462.85909340826,80945.38912791215,117956.94709274302,335682.3703985465,183929.72471659377,76610.799657102,31130.918473266087,55109.79003039034,269644.14140385843
10/2015,28023.796361361066,93127.60021443068,89181.32851774532,87718.21785547392,88794.04950530999,127300.8524008351,365791.61353560595,200389.6490877735,83296.10108410339,33747.7454947808,55641.40387575482,295925.0539821765
11/2015,29102.500835685067,97271.68657359488,91577.53054731073,89912.71906358738,91747.89936666981,134834.90105870122,373953.9744037135,200560.09870498156,86866.05711838318,34808.52253521126,56985.20937759009,306643.7702144706
12/2015,27791.841393270177,93029.04734009958,88301.65733627263,84710.41518809994,87582.0219895288,123066.72119224766,354023.2179846636,190652.2052356021,84422.1105471067,33795.890075135474,55962.57449579665,292731.1320163302
01/2016,26333.035005192796,88145.4677506197,80177.86558058608,78800.96379858344,82071.735,113350.99583333333,329688.194211007,177755.6744505494,80555.65563780756,33417.91026556776,56971.4054544737,274386.9849214285
02/2016,26429.525042131976,88285.25910265525,80628.04299412196,76951.7435537822,81792.51331741367,115830.36827332844,324733.5386788598,178006.03082292434,79746.99266786962,34268.03926120499,58414.72944705372,273145.3070502433
03/2016,26941.516842266403,90158.85027076148,84143.31955555556,79314.27486108127,84072.7981027668,122056.26650505052,330051.6675466813,192804.50213438738,80461.49520214336,34578.272330610445,57121.847495757196,278947.6416253396
04/2016,27018.95168855981,90365.61759920366,86894.42103130755,80547.51622264716,85228.67940015784,126001.62168727531,337580.88756980683,193584.78263614836,80478.05178583236,34415.4008166272,57552.09772269803,282914.3126924234
05/2016,27818.730937238208,94041.86464365873,88099.41874125876,81758.1750079871,87314.98240989781,128914.35994262151,343088.4233867362,190563.06842388384,83938.54260204133,35545.963948359335,58382.99719777401,290854.4919374069
06/2016,27829.834800756973,94727.26371003035,79300.00837506757,77040.77508929408,87239.08324626194,128529.5806179067,329362.5092138825,199295.8268420104,86647.10179834312,37497.096224464054,60668.06449066583,288942.4358091718
07/2016,28697.915461011275,98122.4483284199,84059.01047961848,81428.32846955232,90934.92563664178,135065.9345595249,342812.36986692145,209232.34710699183,88953.8531302926,38131.951168541345,60577.682835379084,300851.7054411729
08/2016,28525.507540598202,98092.579425808,84831.35090909092,82057.73266529533,91129.261013295,136447.88235537193,343237.0648374734,214135.6440172476,86358.26002799859,37285.98625476105,60295.79271421241,300587.8217491223
09/2016,28518.63124261643,97855.9861069339,85935.20709255441,82594.81018924601,91488.95287160648,136966.5099507213,345327.59222983866,216389.0688468775,86745.87799762658,37141.59209210643,60142.51884595652,301399.3574113136
10/2016,28210.752594032292,97958.06446732307,85193.13604787138,83237.10625538195,91724.96864608074,134172.71994335833,340642.4925940967,221184.7756806139,85800.88545492518,37083.89925013703,59501.213640131034,301371.86098230205
11/2016,29417.997764801006,104556.63726649217,86216.90089139635,82647.49329621175,95171.04930888576,154960.11976492713,342978.0096017527,217187.7351198872,88704.70923089031,38407.560565679356,58689.979081974976,314645.0820543735
12/2016,30153.74631223985,107574.05309080001,91983.09922208519,88665.38793016667,98132.06411156437,160861.882610758,364171.7934832682,219759.92080447773,90845.36470668208,39507.183933972105,58612.43438449698,325047.0225210582
01/2017,29993.30001515855,107433.25068906232,93160.40014876804,88156.03774228883,98829.91665271968,158565.09566527198,364339.4889471248,227184.65673640167,92225.43507713215,38874.80419823338,57771.26336977542,326268.27514609596
02/2017,31545.53714438503,113364.64866406667,94816.239156365,90289.24734327805,103161.9230725677,162915.2409285647,374188.71433009644,237647.89949985844,95822.91870657791,40962.6066218741,58963.21585033745,340319.69129396346
03/2017,31682.33586475468,112498.78373369783,97355.72918529606,94951.29076433576,103574.01382471238,159652.23924048268,385793.04901693773,241563.68822373962,96997.27075616336,40406.44192685437,58628.58665193196,340920.6434858108
04/2017,31491.254126883185,111168.99927821242,100667.21091308327,96717.3885982711,102934.90655077768,156034.1361591949,390681.1196572585,241503.2687099726,96665.02633789291,39709.95673705398,58331.86644038362,338403.48707772855
05/2017,31498.39523178573,109809.85361581345,101407.71445325727,98805.83063072736,102568.21999821762,147677.93913911417,399002.871619161,242244.08918991176,98134.44569831407,39290.46715622493,57441.93274657616,336600.5938420979
06/2017,30881.098174489995,108645.92529868468,97694.84437960041,96045.12887962165,101351.97570977919,148912.39393620752,388039.90995244,240749.22476340696,96722.06984912315,38513.21021731511,56527.30196945179,332240.3770303907
07/2017,30524.03689137745,107901.62828036689,99660.51466189137,96930.80002188776,101421.80460475825,146153.6117148461,388889.8595844645,248435.99171143514,97035.70032762563,38087.41199727124,55700.77357224613,331053.7797284324
08/2017,30366.438610357927,107335.05397738262,98729.77584270613,96487.96896611457,101015.83864693446,141883.2035315011,385891.2555615263,251964.62882029597,97627.5703632221,37509.64302748413,55883.776690215884,328772.46403403033
09/2017,31080.756726946485,109725.43749201209,103285.27281043536,100364.31708766375,103170.93664238522,150737.833427071,399266.1072136326,251423.91873623576,100284.66640868635,38003.963543960694,55526.07846232782,336692.5029233621
10/2017,32262.404893356448,113906.76227661093,104166.30537549409,102763.32652403292,106857.69135590308,153595.6401581028,406934.2088325835,264010.520415879,106372.52146114316,39452.70366042275,56083.83983897068,348007.6476748878
11/2017,32613.151664712703,115309.63716797263,102720.91936365941,101200.66715220225,107034.53553886403,155248.6381298,400566.9726990214,259843.8935268799,106426.03528401525,40541.978327284996,55551.2195603268,349216.72851048503
12/2017,32653.869653186757,115191.7734755323,104959.98649378805,99801.95747277033,107489.88993579589,154608.66760110063,401724.3803035772,266073.0086050196,105467.02313707558,40421.60376886516,55227.71046295931,349689.63846413
01/2018,32730.867069167696,117250.5972417951,106257.29719996788,102838.23438572063,109345.9191137513,151698.91244280327,407663.9768198274,277531.5668780605,109723.74656128474,40094.59439672473,54067.253423846545,354440.25233213924
02/2018,32215.300221111876,115175.98376271767,102464.07510397903,98819.33096806938,106880.92213852955,146520.59073358442,391335.86101710075,270039.19870640244,110093.5569872247,39523.125298837396,54837.75703516596,346516.2502785341
03/2018,31570.36446606824,111274.08712090128,99929.04352081812,96700.77494181729,103748.11351351351,146439.48585666748,383269.4216848203,262785.50810810813,105575.71053994673,38540.520801882965,55202.52002999566,336019.756332507
04/2018,32398.6594436179,113938.96098767356,105251.99010679692,101624.43028065735,106897.01948836824,151063.35731765878,401766.13111143565,266914.12509313686,108796.44430701966,39377.29573640202,55149.15933220192,346690.41629195085
05/2018,34001.11516775715,120472.88945259969,104773.7538798188,99927.7719256737,110602.16856141551,163769.95875032054,401197.0893478229,265884.7793486623,115520.48806522336,41225.48539191384,56433.299127757826,360194.5120758423
06/2018,33905.185308018146,121640.63274996902,103606.52125064335,99419.78045558762,110434.3170355121,166133.7188471436,399909.8664693603,255911.46546577459,115514.45159594173,41788.253937210495,56273.789319966854,361288.8311468576
07/2018,34817.21490822683,125328.9267089323,104739.27805896387,102398.4119346922,113044.23297546012,168557.33956884802,410475.28328322264,260018.9981595092,117297.89973730483,42786.79141104294,55870.8706634566,370096.95486919186
08/2018,35642.64963022246,130356.7781939615,103034.67957943525,99844.17217513762,114814.60441163849,174230.40187108403,401921.49477616494,254910.81690841983,123483.50260785427,44429.62808342631,56118.52231913802,377409.57958097453
09/2018,36030.82885391634,131948.1542186513,102768.71027125086,100037.29841694608,116108.75774015204,171752.23169315828,405966.32553568284,255285.8143227367,125486.5853676487,44980.20680718728,55611.17140940127,381969.86913948867
10/2018,34287.389889290505,125731.73732401438,94914.30890616719,93372.18407435462,109882.17959003359,159317.87392648883,383532.3015632374,238389.48639335574,115671.83574614247,43539.890546032875,56443.30425859415,361990.5227910669
11/2018,34343.764795847215,127830.83777741964,91705.4035918655,92174.50991114374,111138.74853420196,160722.79113830448,378587.8340660803,247334.62280130296,116900.29624691034,44277.24201074038,56732.50582152583,364781.23670324817
12/2018,31739.63112947385,115364.79139345145,85558.47219737992,86871.98511060367,102534.31210480348,138739.6871510917,358232.21509963775,239016.81961572048,107416.63882647228,40010.64761572052,57537.66231203379,334365.29845615
01/2019,33969.92218443134,124197.35471944523,92786.47346796659,92372.86462437421,110295.89012883008,155869.01344707524,380569.7683518468,259102.98676880225,113894.1530002044,42776.67426880222,58082.71500177606,359188.82229575684
02/2019,35716.88528055082,128993.59461161245,96310.20431149265,95879.08858351053,114010.58913805187,163252.42787666433,395832.8400361787,261347.22088297128,118824.69434088348,44576.41233356692,58000.078935943486,372323.07995161955
03/2019,37046.240797364226,133618.6273061136,96442.25111704497,97334.68305467456,117376.29644859812,161435.27910458393,404663.5249035348,267838.0442723631,123853.20990762931,46312.047850467294,59578.32418991988,383290.38932882313
04/2019,38293.73457325075,139239.43869351596,101186.53739347479,102301.16532031266,121585.67361383492,167969.9573970405,419767.2899729635,273941.615867356,128027.49779515246,48178.32643965058,59380.0272329005,397483.0448158682
05/2019,36286.27335540535,131174.49245773104,93245.70792754015,96307.22753673122,115162.40742534303,152001.82317460317,399152.9922202111,255677.52542372883,124125.56612334283,46298.7778315846,60775.37790582942,376798.35456704017
06/2019,37952.7001080772,137593.57976994404,95720.86024780318,101364.00882653812,120286.72233743408,159998.41875746928,417393.9749434988,266371.92616871704,129320.37411621462,48092.88692442883,60828.56099775033,393545.4729997349
07/2019,38915.85980145468,142437.50223542243,94432.30694825578,101282.79661432646,123158.90476190479,164000.12008250382,417713.94720753556,268743.33930589183,133304.56163483422,49871.43793381759,61919.011721987605,403616.82745088806
08/2019,38473.23384508007,141641.8466415389,93015.93880210223,99978.84329992578,121547.08200434943,155289.6859623052,411450.8568960941,258381.81502355926,134783.6248545828,50571.25262776368,64335.51722776967,399480.8590412406
09/2019,39697.046068465184,146239.98744519314,97423.6872623749,104042.64356488203,125836.58681237948,165258.57117825327,428354.2946605569,266955.2405730554,135497.1146809151,52080.29997244925,64113.41121679757,413489.93823033466
10/2019,39855.92462277947,145857.73335791685,99896.29822126591,105191.60625303295,126240.72393760085,164441.19669535596,431600.30315338756,271629.89725658955,133915.5350660895,50997.26239913932,62957.93700911711,413938.3766837097
11/2019,41817.022904319085,153519.57397027427,104124.42692041524,108391.42395649727,131402.72179930794,172235.11669459115,444909.60009503766,275522.7020761245,139553.27033287162,53016.11305773083,62960.01894462644,432130.3255134631
12/2019,42264.21534651675,154605.5539894512,108421.70616343246,109086.85409181518,133032.1305323126,175674.3190599965,451918.6995933174,289613.94755207404,139781.18255570065,53617.67815559906,61961.78513636184,435092.2680780826
01/2020,42771.47190447395,157089.91020089062,105259.08615816143,107581.2271421774,133763.153257329,167790.8689956569,447810.0699829479,280672.06302931596,145822.27342870543,54646.572529858844,63812.41859730828,439565.3117317643
02/2020,39441.03480979507,145143.4264082307,96201.88112599072,98858.25598258377,123851.38524186937,151175.95474719873,409044.5649226475,267703.9754577754,136281.92650555124,50503.14198779266,65072.611201010375,405160.39472645934
03/2020,35117.55530022574,127460.09206037803,70990.75387367654,81910.6155150659,107411.5085980285,108977.66891566268,350639.67639214534,226972.98236582696,122590.89226842717,44252.498320554936,64902.54371077871,352214.1944768148
04/2020,38989.25871637635,144857.45506297876,79357.10381941892,87710.37703534683,119847.43482898125,128266.56757263702,374168.5637272849,249624.58306362637,136141.52474121144,49504.5851783744,65781.19943166121,393565.34135406127
05/2020,39868.444138175175,148213.47863941544,81120.29269216956,91111.1193612352,122210.75479525862,132136.73016343394,382074.49129572674,245720.77176724144,140613.89487015796,50439.10955459769,64849.21261396376,402945.04639772646
06/2020,40212.61921018994,150324.24503725188,83130.66026611895,95958.69371920006,125470.32002143242,136427.6043222004,395409.958615142,262449.36151098413,146302.77763884488,50341.67379889267,64648.02462801437,411313.35371286
07/2020,39548.53769049832,150088.26777396398,81945.57216914248,94139.86542306279,124906.02341323429,132059.38443281568,388077.91914421046,270439.1989365294,147505.23180927878,49832.42187711005,63616.73639341674,407346.30460003344
08/2020,41973.965981207744,159637.00180717173,87259.7691155779,97796.61902597427,131576.3767839196,139179.2284154104,400931.647372543,274353.6631658292,157674.14385931467,51604.31088777218,62601.412953388324,431214.4696998599
09/2020,41505.77659338041,156614.3362877709,85220.54545951488,96009.67910631173,129906.79837717801,134639.1603997267,395252.2218579561,275367.7059275709,155620.1333918316,51627.39576358045,63721.09957769271,424587.8938336908
10/2020,40246.91770209596,152579.8676496115,81272.57585912122,90121.62988197203,126888.96395965124,140699.6998905796,373280.21618642245,281323.7972302958,150226.91648186362,50250.82000341938,64020.996960966186,411915.4706703682
11/2020,43922.227622841514,165297.0491800937,99145.03270784643,105818.65750526333,139220.51213689483,166266.6388731219,426505.9311647472,300124.8890984975,161171.1158542632,52872.95345575959,63287.1886963729,453647.69436862663
12/2020,44489.47531736751,167581.83983784437,105031.48207481054,107752.57531303471,142279.59194849644,175222.40464346833,435992.36003088974,314686.34600277076,164132.94789904403,52987.55217993643,62703.87180802779,461666.7486725492
01/2021,44040.632853124254,167735.2464011327,106010.73753790378,106745.02386467112,143242.73780487807,188504.43113381675,434458.07546998764,328025.23353658535,167323.12281760282,52339.28902439024,62333.9582428859,462162.93308335444
